eventid,iyear,imonth,iday,extended,provstate,city,latitude,longitude,location,summary,multiple,success,suicide,attacktype1_txt,targtype1_txt,targsubtype1_txt,corp1,target1,new_target,natlty1_txt,gname,,motive,claimmode_txt,weaptype1_txt,weapsubtype1_txt,,weapdetail,nkill,nwound,nkillter,nwoundte,property,propextent,propextent_txt,propvalue,propcomment
2.01E+11,2009,4,28,0,Banaadir,Mogadishu,2.059819,45.326115,The incident occurred in Howlwadag district in Mogadishu.,"04/28/2009: On Tuesday in Mogadishu, Banaadir, Somalia, Sheikh Hassan Tabliq, financial chief for the Somali Islamic militant group Al-Shabaab, was shot and killed during an attempted abduction by three unknown gunmen. The three gunmen attacked Sheikh Tabliq in Bakarah Market just after evening prayers. No group claimed responsibility for the attack.",0,0,0,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Terrorist,Al-Shabaab,"Sheikh Hassan Tabliq, financial chief for the Somali Islamic militant group Al-Shabaab,",Al Shabaab Financial Chief: Sheikh Hassan Tabliq,Somalia,Unknown,,The specific motive for the attack is unknown.,,Firearms,Unknown Gun Type,Unknown Gun Type,Unknown firearms were used in the attack.,1,0,1,0,-9,4,Unknown,,It is unknown if the attack caused any property damage.
2.01E+11,2011,1,13,0,Shabeellaha Hoose,Merca,1.716188,44.768864,The incident occurred on the outskirts of Merca.,"01/13/2011: On Thursday, on the outskirts of Merka, Shabeellaha Hoose, Somalia, Ahmad Aw Abdi Godane, the leader of the militant group Al Shabaab and an unknown number of Al Shabaab leaders were injured when an improvised explosive device was detonated targeting the vehicle the leaders were traveling in. The driver of the vehicle was killed in the attack and an unknown amount of material damage was inflicted on the vehicle. No group claimed responsibility for the attack.",0,1,0,Bombing/Explosion,Terrorists/Non-State Militia,Terrorist,Al Shabaab,"Ahmad Aw Abdi Godane, the leader of Al-Shabaab, was targeted in the attack.",Al Shabaab Leader: Ahmad Aw Abdi Godane,Somalia,Unknown,,The specific motive for the attack was to intimidate the militant group Al Shabaab.,,Explosives,Other Explosive Type,Other Explosive Type,An improvised explosive device was used in the attack.,1,,1,,1,3,Minor (likely < $1 million),,The attack damaged one vehicle.
2.01E+11,2014,9,2,1,Shabeellaha Hoose,Sablale,1.251287,43.808924,,"09/02/2014: Assailants abducted 20 people, including civilians and Al-Shabaab leaders, from Sablale area, Lower Shebelle region, Somalia. The outcome of the kidnapping is unknown. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab, stating that the group suspected the victims of supporting recent United States (US) airstrikes that killed senior Al-Shabaab leaders.",0,1,0,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Terrorist,Al-Shabaab,Leaders,Al Shabaab Leaders,Somalia,Al-Shabaab,,"The specific motive is unknown; however, sources posited that the victims were targeted because Al-Shabaab believed they assisted the United States (US) with a recent airstrike targeting Al-Shabaab leaders.",,Unknown,,0,,,,0,0,0,,,,
2.01E+11,2009,10,6,0,Jubbada Hoose,Jana Abdalla,-0.063271,42.111073,"The incident occurred in Jana Abdala village, about 60km northwest of Kismayo.","10/06/2009: On Tuesday, fresh fighting broke out between Hizbul al Islam and Al Shabaab in Jana Abdala village near the port of Kismaayo, Somalia. Both groups claim inflicting heavy casualties on each other. There were no confirmed reports of casualties. Both Hizbul al Islam and Al Shabaab both claimed responsibility.",0,1,0,Armed Assault,Terrorists/Non-State Militia,Terrorist,Al-Shabaab Al-Islamiya,The targets were members of Al-Shabaab.,Al Shabaab Members,Somalia,Al-Shabaab,,The specific motive for the attack is unknown.,Unknown,Firearms,Unknown Gun Type,Unknown Gun Type,Unknown firearms were used in the attack.,,,,,0,,,,
2.01E+11,2009,10,6,0,Jubbada Hoose,Kismayo,-0.357847,42.54665,,"10/06/2009: On Tuesday, fighting between Al Shabaab and Hizbul al Islam militants in Afmadow, near Kismaayo, Somalia left 20 dead, dozens injured and 21 Al Shabaab militants captured. There were no reports of damage. Al Shabaab and Hizbul al Islam both claimed responsibility.",0,1,0,Armed Assault,Terrorists/Non-State Militia,Terrorist,Al-Shabaab Al-Islamiya,The targets were Al Shabaab members.,Al Shabaab Members,Somalia,Al-Shabaab,,The specific motive for the attack is unknown.,Unknown,Firearms,Unknown Gun Type,Unknown Gun Type,Unknown firearms were used in the attack.,20,,20,,0,,,,
2.02E+11,2016,6,10,0,Baay,Buulafaay,2.110296,43.523325,,"06/10/2016: Assailants executed four Al-Shabaab members in Bulofay, Bay, Somalia. One victim was beheaded while the other three were killed through firing squad. Al-Shabaab claimed responsibility for the attack and stated that the victims were targeted because the group believed they were working with intelligence officials.",0,1,0,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Terrorist,Al-Shabaab,Members,Al Shabaab Members,Somalia,Al-Shabaab,,Al-Shabaab claimed responsibility for the incident and stated that the victims were targeted because the group believed they were working with intelligence officials.,Personal claim,Firearms,Unknown Gun Type,Unknown Gun Type,,4,0,0,0,0,,,,
2.02E+11,2018,10,12,0,Jubbada Dhexe,Saakow,1.639986,42.452334,,"10/12/2018: Assailants publically executed five Al-Shabaab members by firing squad in Saakow, Middle Juba, Somalia. Al-Shabaab claimed responsibility for the incident and accused the victims of being spies.",0,1,0,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Terrorist,Al-Shabaab,Members,Al Shabaab Members,Somalia,Al-Shabaab,,Al-Shabaab claimed responsibility for the incident and accused the victims of being spies.,Personal claim,Firearms,Unknown Gun Type,Unknown Gun Type,,5,0,0,0,0,,,,
2.01E+11,2010,12,2,0,Baay,Buurhakaba,2.798167,44.07856,,"12/02/2010: On Thursday, in Bur Hakkaba, Bay, Somalia, eight militants were killed and 13 others were injured when unidentified militants attacked Al Shabaab militant bases by unknown means. No damage was reported and no group has claimed responsibility, but the militant group Hizbul al Islam was suspected to be responsible for the attack.",0,1,0,Unknown,Terrorists/Non-State Militia,,Al Shabaab,Militant bases,Al Shabaab militant bases,Somalia,Hizbul al Islam (Somalia),,The specific motive for the attack is unknown.,,Unknown,,0,Unknown weapons were used in the attack.,8,13,8,13,-9,,,,It is unknown if the attack caused any property damage.
2.01E+11,2011,7,29,1,Banaadir,Mogadishu,2.052013,45.27065,"The incident occurred in the village of Elasha Biyaha, outside Mogadishu.","07/29/2011: On Friday night, in the district of Elasha Biyaha on the outskirts of Mogadishu, Banaadir, Somalia, two al-Shabaab militants including Abdi Ahmed, an al-Shabaab commander, were killed and four civilians were injured when unidentified militants threw a grenade targeting the militants as they sat at a café. The attack caused an unknown amount of property damage to the café. In response to the grenade attack suspected al-Shabaab militants took hostage several Somali teenagers. The status of the hostages is unknown. No group claimed responsibility for the attack.",0,1,0,Bombing/Explosion,Terrorists/Non-State Militia,Terrorist,Al-Shabaab,Two al-Shabaab militant commanders,Al Shabaab militant commanders,Somalia,Unknown,,The specific motive for the attack is unknown.,,Explosives,Grenade,Grenade,A grenade was used in the attack.,2,4,2,0,1,3,Minor (likely < $1 million),,The attack caused an unknown amount of property damage to the café.
2.01E+11,2008,12,23,0,Unknown,Unknown,,,,"12/23/2008: On Tuesday, a fight between al Shabaab and Ahlu-Sunna Wal-Jama left 10 al Shabaab fighters dead in Somalia. There was no reported damage.",0,1,0,Armed Assault,Terrorists/Non-State Militia,Terrorist,Al Shabaab,The targets were members of a known terrorist group.,Al Shabaab militants,Somalia,Ahlu-sunah Wal-jamea (Somalia),,The specific motive for the attack is unknown.,,Firearms,Unknown Gun Type,Unknown Gun Type,Unknown firearms were used in the attack.,10,0,10,0,0,,,,
2.01E+11,2008,12,28,0,Galguduud,Dhusamareb,5.537022,46.38905,,"12/28/2008: On Sunday, fighting broke out between the Somali insurgent group al Shabaab and a local militia called Ahlu-Suna in Dhusamareb, Galguded, Somalia. Suna fighters attacked the Shabaab fighters to take back the town, which the al Shabaab militants had gained control of. One Shabaab figher was killed. There was no reported damage.",0,1,0,Armed Assault,Terrorists/Non-State Militia,Terrorist,,The targets were al Shabaab militants.,Al Shabaab militants,Somalia,Ahlu-sunah Wal-jamea (Somalia),,The specific motive for the attack is unknown.,,Firearms,Unknown Gun Type,Unknown Gun Type,Unknown firearms were used in the attack.,5,0,0,0,0,,,,
2.01E+11,2008,12,27,0,Galguduud,Guriceel,5.308011,45.880356,,"12/27/2008:  On Saturday, a local Islamic fundamentalist militia, Ahlu-sunah Wal-jamea, attacked Al Shabbab fighters occupying Guriel, Galguded.  According to local reports, at least ten people were killed in the fighting, eight of them fighters.  Six people were also wounded when a mortar round fell on the emergency room of the Guriel city hospital.  Al Shabbab fighters were driven from the town, which is now in the control of the local militiamen.",0,1,0,Armed Assault,Terrorists/Non-State Militia,Terrorist,,The targets were Al Shabaab fighters.,Al Shabaab militants,Somalia,Al-Shabaab,,The specific motive for the attack is unknown.,,Firearms,Unknown Gun Type,Unknown Gun Type,Unknown firearms were used in the attack.  A mortar was used in the attack.,10,6,8,0,1,3,Minor (likely < $1 million),,The emergency room of a hospital was damaged.
2.01E+11,2009,5,29,0,Baay,Baydhaba,3.115641,43.64658,,"05/29/2009: On Friday, in Baidoa, Bay, Somalia, an unidentified gunman fired an assault rifle at Al Shabaab militiamen; the gunman was later arrested by Al Shabaab militants. No material damage or motive for the attack was reported and it wasn’t reported if the gunman was affiliated with any militant group.",0,1,0,Armed Assault,Terrorists/Non-State Militia,,Al Shabaab,Militants,Al Shabaab militants,Somalia,Unknown,,The specific motive for the attack is unknown.,,Firearms,Automatic or Semi-Automatic Rifle,Automatic or Semi-Automatic Rifle,Automatic rifles were used in the attack.,0,0,0,0,-9,4,Unknown,,It is unknown if the attack caused any property damage.
2.01E+11,2010,7,5,0,Banaadir,Mogadishu,2.059819,45.326115,The incident occurred in the Labadhagah neighborhood of Mogadishu.,"07/05/2010: On Monday, in one of two related attacks, at a mosque in the Labadhagah neighborhood of Mogadishu, Banaadir, Somalia, unidentified assailants fired upon militants from the group al-Shabaab, killing two militants. No damage was reported and no group claimed responsibility for the attack, but the militant group Hizbul Islam was thought to be responsible.",1,1,0,Armed Assault,Terrorists/Non-State Militia,Terrorist,Al-Shabaab,Al-Shabaab fighters,Al Shabaab militants,Somalia,Hizbul al Islam (Somalia),,The specific motive for the attack is unknown.,,Firearms,Unknown Gun Type,Unknown Gun Type,Unknown firearms were used in the attack.,2,0,2,0,0,,,,
2.01E+11,2010,10,17,0,Banaadir,Mogadishu,2.059819,45.326115,The incident occurred in Howlwadag district in Mogadishu.,"10/17/2010: On Sunday, in the district of Hawl Wadag in Mogadishu, Banaadir, Somalia, five militants were killed and ten others were injured when Hizbul al Islam militants fired upon Al Shabaab militants in the Bakara Market. The militant group Hizbul al Islam claimed responsibility for the attack.",0,1,0,Armed Assault,Terrorists/Non-State Militia,,,Al Shabaab militants,Al Shabaab militants,Somalia,Hizbul al Islam (Somalia),,The specific motive for the attack is unknown.,Unknown,Firearms,Unknown Gun Type,Unknown Gun Type,Unknown firearms were used in the attack.,5,10,5,10,-9,,,,It is unknown if the attack caused any property damage.
2.01E+11,2010,12,13,1,Shabeellaha Hoose,Afgoye,2.14383,45.118061,,"12/13/2010: On Monday, in Afgoye, Shabeellaha Hoose, Somalia, unidentified militants kidnapped an unknown number of Al Shabaab militants. No casualties were reported and the status of the hostages is unknown. No group has claimed responsibility, but the militant group Hizbul al Islam was thought responsible for the attack.",0,1,0,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Terrorist,Al Shabaab,Al Shabaab militants,Al Shabaab militants,Somalia,Hizbul al Islam (Somalia),,The specific motive for the attack is unknown.,,Unknown,,0,It is unknown if weapons were used in the attack.,0,0,0,0,-9,,,,It is unknown if the attack caused any property damage.
2.01E+11,2010,12,11,0,Baay,Buurhakaba,2.798167,44.07856,,"12/11/2010: On Saturday morning, in Bur Hakkaba, Bay, Somalia, twenty three people including five militants were killed and an unknown number of people were injured when Hizbul al Islam militants attacked Al Shabaab militants by unknown means. The militant group Hizbul al Islam claimed responsibility for the attack.",0,1,0,Unknown,Terrorists/Non-State Militia,Terrorist,Al Shabaab,Al Shabaab militants,Al Shabaab militants,Somalia,Hizbul al Islam (Somalia),,The specific motive for the attack is unknown.,Unknown,Unknown,,0,Unknown weapons were used in the attack.,23,0,5,0,-9,,,,It is unknown if the attack caused any property damage.
2.01E+11,2010,12,12,0,Baay,Buurhakaba,2.798167,44.07856,,"12/12/2010: On Sunday, in Bur Hakkaba, Bay, Somalia, unidentified militants attacked Al Shabaab militants by unknown means, resulting in an unknown number of casualties. No group has claimed responsibility, but the militant group Hizbul al Islam was thought responsible for the attack.",0,1,0,Unknown,Terrorists/Non-State Militia,,Al Shabaab,Militants,Al Shabaab militants,Somalia,Hizbul al Islam (Somalia),,The specific motive for the attack is unknown.,,Unknown,,0,Unknown weapons were used in the attack.,,,,,0,,,,It is unknown if the attack caused any property damage.
2.01E+11,2011,1,27,0,Hiiraan,Matoore,4.723749,44.7035,"The incident occurred in the village of Matoore, 50km west of Beledweyne.","01/27/2011: On Thursday, in the village of Matoore near Beled Weyne, Hiiraan, Somalia, five Al Shabaab militants were killed when unknown armed militants ambushed and attacked them by unknown means at a checkpoint. No damage was reported and no group has claimed responsibility for the attack.",0,1,0,Unknown,Terrorists/Non-State Militia,Terrorist,Al Shabaab,Al Shabaab militants,Al Shabaab militants,Somalia,Unknown,,The specific motive for the attack is unknown.,,Unknown,,0,Unknown weapons were used in the attack.,5,0,5,0,-9,,,,It is unknown if the attack caused any property damage.
2.01E+11,2011,3,25,0,Banaadir,Mogadishu,2.052013,45.27065,"The incident occurred in Elasha Biyaha, on the outskirts of Mogadishu.","03/25/2011: On Friday, in the neighborhood of Elasha Biyaha on the outskirts of Mogadishu, Banaadir, Somalia, eight people were wounded, and one Al Shabaab official was killed when unknown assailants threw a grenade into the Sheikh Rufa’I mosque were Al Shabaab officials had been speaking. The blast caused an unknown amount of property damage. No group claimed responsibility.",0,1,0,Bombing/Explosion,Terrorists/Non-State Militia,Terrorist,Al Shabaab,Several Al-Shabaab officials,Al Shabaab Officials,Somalia,Unknown,,The specific motive for the attack is unknown.,,Explosives,Grenade,Grenade,A grenade was used in the attack.,1,8,1,0,1,3,Minor (likely < $1 million),,The attack caused an unknown amount of property damage to the mosque.
